window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
313.6802,315.6802,TorrarAmendoa,44,0.8914,3.6095,3.9338,5.8750,1.9478,0.0000,0.0000,0.1136,0
315.6802,317.6802,TorrarAmendoa,45,0.3552,3.0435,4.2452,9.1000,0.5905,0.0000,1.3808,1.0000,0
317.6802,319.6802,TorrarAmendoa,46,1.0138,3.7073,4.2452,10.3152,0.8995,0.0000,1.0715,1.0000,0
319.6802,321.6802,TorrarAmendoa,49,1.4997,4.2095,4.5132,10.9490,1.6822,0.0000,0.2465,1.0000,0
321.6802,323.6802,TorrarAmendoa,49,1.3798,4.0605,4.7706,12.6429,0.1202,0.2092,1.6525,1.0000,0
323.6802,325.6802,TorrarAmendoa,45,1.0684,3.7448,4.7706,12.4889,0.0000,0.0803,1.8495,1.0000,0
325.6802,327.6802,TorrarAmendoa,42,0.6308,3.3074,5.1203,10.0952,0.0535,0.0000,1.8850,1.0000,0
327.6802,329.6802,TorrarAmendoa,41,0.4365,3.1209,5.1288,12.3902,0.4351,0.0000,1.5615,1.0000,0
329.6802,331.6802,TorrarAmendoa,41,0.8186,3.4977,5.1261,12.8415,0.2349,0.0000,1.6815,1.0000,0
331.6802,333.6802,Misturar,42,0.8912,3.5751,5.0912,13.2857,0.4409,0.0000,1.5300,1.0000,0
333.6802,335.6802,Misturar,47,0.7440,3.4356,5.0912,11.5851,0.7557,0.0898,1.1253,1.0000,0
335.6802,337.6802,Misturar,43,0.3771,3.0683,5.0136,12.0349,0.5765,0.0000,1.3263,1.0000,0
337.6802,339.6802,Misturar,48,0.3726,3.0593,4.8689,10.3229,0.4648,0.0000,1.5050,1.0000,0
339.6802,341.6802,Misturar,44,0.4362,3.1360,4.8689,7.0227,1.3350,0.0000,0.6356,1.0000,0
341.6802,343.6802,Misturar,48,0.7407,3.4177,4.7428,5.8958,0.0457,0.0000,1.9042,1.0000,0
343.6802,345.6802,Misturar,48,0.4726,3.1684,4.6960,5.2708,0.9577,0.0000,1.0019,1.0000,0
345.6802,347.6802,Misturar,48,0.4645,3.1777,4.6441,3.4167,1.7467,0.0000,0.2126,0.7083,0
347.6802,349.6802,Misturar,48,0.1552,2.8326,4.4696,2.0000,0.0786,0.0000,1.8824,0.1250,0
349.6802,351.6802,Misturar,45,0.8308,3.5059,4.4696,2.9000,0.0000,0.0000,1.9505,0.6667,0
351.6802,353.6802,Misturar,47,0.7473,3.4221,4.7429,3.9043,0.0000,0.0000,1.9689,1.0000,0
353.6802,355.6802,Misturar,47,0.7140,3.3927,4.8839,3.8617,0.2020,0.0000,1.7677,1.0000,0
355.6802,357.6802,Misturar,48,-0.0202,2.6940,4.8344,3.5000,1.7396,0.0000,0.1999,1.0000,0
357.6802,359.6802,Misturar,49,-0.1308,2.5590,4.4878,3.5000,0.6547,0.0000,1.3144,1.0000,0
359.6802,361.6802,Misturar,48,-0.0303,2.6442,4.4878,2.2604,0.0000,0.0000,1.9399,0.4792,0
361.6802,363.6802,Misturar,46,0.4599,3.1348,4.4767,0.8804,0.0000,0.0000,1.9629,0.0000,0
363.6802,365.6802,Misturar,47,1.1615,3.8363,4.4701,0.0000,0.0000,0.0000,1.9738,0.0000,0
365.6802,367.6802,Misturar,46,0.5557,3.2306,4.4606,1.0217,0.0000,0.0000,1.9413,0.0000,0
367.6802,369.6802,Misturar,45,0.5378,3.2127,4.2510,2.6889,0.0000,0.0000,1.9610,0.4667,0
