window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
293.4007,295.4007,Formar,48,-0.2745,2.9784,4.0364,5.7917,1.1160,0.0000,0.8652,1.0000,0
295.4007,297.4007,Formar,47,-0.6783,2.5936,4.0364,4.3191,1.9360,0.0000,0.0000,1.0000,0
297.4007,299.4007,Formar,48,0.0969,3.3509,4.2857,4.4792,1.0798,0.0000,0.8573,1.0000,0
299.4007,301.4007,Formar,49,-0.1275,3.1063,4.4638,3.0306,0.1689,0.0000,1.8134,0.8163,0
301.4007,303.4007,Formar,51,-0.3486,2.9236,4.4475,1.5000,1.9595,0.0000,0.0000,0.0000,0
303.4007,305.4007,Formar,49,-0.2847,2.9679,4.3598,1.0000,0.9910,0.0000,0.9584,0.0000,0
305.4007,307.4007,Formar,49,-0.7648,2.4639,4.3598,0.6735,0.0000,0.0000,1.9725,0.0000,0
307.4007,309.4007,Formar,48,-0.2534,2.9760,4.5893,0.8958,0.0000,0.0000,1.9480,0.0000,0
309.4007,311.4007,Formar,49,-0.3403,2.8887,4.6838,0.5102,0.0000,0.0000,1.9596,0.0000,0
311.4007,313.4007,Formar,49,-0.0390,3.2054,4.5830,0.5000,0.6583,0.0000,1.2676,0.0000,0
313.4007,315.4007,Formar,53,-0.0569,3.2167,4.2722,0.9906,1.9937,0.0000,0.0000,0.0000,0
315.4007,317.4007,Formar,54,-0.4129,2.8604,4.2722,1.0648,1.9608,0.0000,0.0000,0.0000,0
317.4007,319.4007,Formar,50,-0.6276,2.6131,4.5871,2.5000,0.4344,0.0000,1.5266,0.9800,0
319.4007,321.4007,Formar,47,-0.8092,2.4201,4.5935,3.1170,0.0000,0.0000,1.9374,1.0000,0
321.4007,323.4007,Formar,44,-0.2623,2.9727,4.5761,5.2614,0.2894,0.0000,1.7088,1.0000,0
323.4007,325.4007,Formar,43,-0.2483,2.9819,4.5553,7.0930,0.0000,0.0000,1.9271,1.0000,0
325.4007,327.4007,Formar,46,-0.0874,3.1642,4.5553,7.5000,1.0628,0.0000,0.8857,1.0000,0
327.4007,329.4007,Formar,48,-0.1557,3.0993,4.2664,6.4688,1.2496,0.0000,0.7103,1.0000,0
329.4007,331.4007,Formar,44,0.1253,3.3705,4.1805,6.9091,0.6233,0.0000,1.3032,1.0000,0
331.4007,333.4007,Formar,45,0.0009,3.2423,4.2907,7.2333,0.5119,0.0000,1.4572,1.0000,0
333.4007,335.4007,Formar,45,-0.4190,2.8292,5.0068,5.5333,0.7905,0.0000,1.1574,1.0000,0
335.4007,337.4007,Formar,46,-0.4421,2.8051,5.0068,6.0326,0.9370,0.0000,1.0345,1.0000,0
337.4007,339.4007,Formar,42,-0.1860,3.0497,4.9245,6.3690,0.1646,0.0000,1.7371,1.0000,0
339.4007,341.4007,Formar,46,0.1765,3.4241,4.8249,6.7283,0.8466,0.0000,1.1462,1.0000,0
341.4007,343.4007,Formar,44,0.1264,3.3653,4.8249,8.8636,0.3247,0.0000,1.6264,1.0000,0
343.4007,345.4007,Formar,46,-0.1712,3.0854,4.6558,8.4239,1.2450,0.0000,0.6798,1.0000,0
345.4007,347.4007,Formar,44,-0.1355,3.1249,4.6027,9.0795,1.5125,0.0000,0.4583,1.0000,0
347.4007,349.4007,Formar,47,-0.0797,3.1858,4.5670,9.7872,1.5591,0.0000,0.4123,1.0000,0
349.4007,351.4007,Formar,43,-0.0013,3.2674,4.3231,11.3023,1.9165,0.0000,0.0000,1.0000,0
351.4007,353.4007,Formar,42,0.0581,3.3250,4.3231,8.8095,1.6798,0.0000,0.2818,1.0000,0
353.4007,355.4007,Formar,45,0.1212,3.3661,4.2988,7.0444,0.6897,0.0000,1.2608,1.0000,0
355.4007,357.4007,Formar,47,-0.0199,3.2330,4.2546,6.3191,1.1329,0.0000,0.8366,1.0000,0
357.4007,359.4007,Formar,44,-0.3863,2.8437,4.2546,7.0227,0.0000,0.0000,1.9304,1.0000,0
359.4007,361.4007,Formar,46,-0.4654,2.7660,4.7958,5.0109,0.0000,0.0000,1.9910,1.0000,0
361.4007,363.4007,Formar,46,-0.2139,3.0462,5.0089,4.8478,1.5601,0.0000,0.3537,1.0000,0
363.4007,365.4007,Formar,44,0.0246,3.2949,5.0321,6.4659,1.9944,0.0000,0.0000,1.0000,0
365.4007,367.4007,Formar,39,-0.2174,3.0206,5.3489,8.4103,0.2427,0.0000,1.7064,1.0000,0
367.4007,369.4007,Formar,39,0.0105,3.2548,5.3489,6.9231,0.6532,0.0000,1.2816,1.0000,0
369.4007,371.4007,Formar,45,0.1797,3.4377,5.2772,7.8111,1.4717,0.0000,0.4918,1.0000,0
371.4007,373.4007,Formar,43,0.0933,3.3230,4.8114,9.1744,0.0000,0.0000,1.9154,1.0000,0
373.4007,375.4007,Formar,42,-0.5969,2.6536,4.8114,9.0119,0.9248,0.0000,1.0366,1.0000,0
375.4007,377.4007,Formar,42,-0.4282,2.8299,4.7368,7.5357,1.2896,0.0000,0.6714,1.0000,0
377.4007,379.4007,Formar,42,-0.1366,3.0992,4.5703,6.5000,0.2707,0.0000,1.7146,1.0000,0
379.4007,381.4007,Formar,40,0.2246,3.4871,4.5703,6.8000,1.5038,0.0000,0.4111,1.0000,0
381.4007,383.4007,Formar,40,0.3221,3.5685,4.5167,4.5250,0.6918,0.0000,1.2468,1.0000,0
383.4007,385.4007,Formar,39,0.2542,3.4834,4.4273,4.3718,0.0000,0.0000,1.9615,1.0000,0
385.4007,387.4007,Formar,40,0.4940,3.7245,4.4273,6.3125,0.0991,0.0000,1.8629,1.0000,0
387.4007,389.4007,Formar,40,0.3652,3.6018,4.3551,6.2125,0.2112,0.0000,1.7599,1.0000,0
389.4007,391.4007,Formar,45,0.1947,3.4626,4.2211,6.0000,1.7937,0.0000,0.1231,1.0000,0
391.4007,393.4007,Formar,39,0.2368,3.5081,4.2211,7.2436,1.8734,0.0000,0.1096,1.0000,0
393.4007,395.4007,Formar,36,-0.0438,3.2294,4.4080,9.5417,1.9042,0.0000,0.0000,1.0000,0
